S.No,Sector,Portal Name,Portal URL,Status
2397,Rural Development & Panchayati Raj,(Error: Message: no such element: Unab),(Error),Extraction Error
2398,Rural Development & Panchayati Raj,(Error: Message: no such element: Unab),(Error),Extraction Error
2399,Rural Development & Panchayati Raj,"Telangana Endowments Tribunal, Telangana",https://csis.tgendowmentstribunal.telangana.gov.in/,Connection Failed
2400,Rural Development & Panchayati Raj,"The Gandhigram Rural Institute (Deemed to be University), Telangana",https://www.ruraluniv.ac.in/,Working
2401,Rural Development & Panchayati Raj,"The Mahatma Gandhi National Rural Employment Guarantee Scheme, Telangana",https://www.nrega.telangana.gov.in/,Connection Failed
2402,Rural Development & Panchayati Raj,"The Provisions of the Panchayats (Extension to the Scheduled Areas) Act, 1996 (PESA)",https://pesadarpan.gov.in/,Connection Failed
2403,Rural Development & Panchayati Raj,Training Management Portal,https://trainingonline.gov.in/,Working
2404,Rural Development & Panchayati Raj,Unnat Bharat Abhiyan,https://unnatbharatabhiyan.gov.in/,Working
2405,Rural Development & Panchayati Raj,"Uttarakhand State Rural Livelihoods Mission, Uttarakhand",https://usrlm.uk.gov.in/,Working
2406,Rural Development & Panchayati Raj,"Uttarakhand Urban Sector Development Agency (UUSDA), Uttarakhand",https://www.uusdip.org/,Error (403)
2407,Rural Development & Panchayati Raj,"Varanasi Development Authority, Uttar Pradesh",https://vdavns.com/,Working
2408,"Science, Technology & Research","(n)Code Solutions (A Division of GNFC Limited), Ahmedabad, Gujarat",https://www.ncode.in/,Working
2409,"Science, Technology & Research","ASEAN-India Science, Technology and Innovation Cooperation",https://aistic.gov.in/,Error (403)
2410,"Science, Technology & Research","Advanced Centre for Treatment, Research and Education in Cancer, Tata Memorial Centre (ACTREC)",https://actrec.gov.in/,Working
2411,"Science, Technology & Research",Agharkar Research Institute (ARI),https://aripune.org/,Working
2412,"Science, Technology & Research",Antriksh Jigyasa,https://jigyasa.iirs.gov.in/,Connection Failed
2413,"Science, Technology & Research",Antrix Corporation Limited,https://www.antrix.co.in/,Connection Failed
2414,"Science, Technology & Research",Aryabhatta Geo-informatics &amp; Space Application Centre (AGiSAC),https://www.agisac.gov.in/,Working
2415,"Science, Technology & Research",Asian and Pacific Centre for Transfer of Technology,https://apctt.org/,Working
2416,"Science, Technology & Research",Atomic Energy Education Society (AEES),https://www.aees.gov.in/,Working
2417,"Science, Technology & Research",Atomic Energy Regulatory Board (AERB),https://www.aerb.gov.in/english,Working
2418,"Science, Technology & Research",Atomic Minerals Directorate (AMD),https://www.amd.gov.in/,Connection Failed
2419,"Science, Technology & Research",Ayush Clinical Case Repository,https://accr.ayush.gov.in/,Working
2420,"Science, Technology & Research",Bhabha Atomic Research Centre (BARC),https://www.barc.gov.in/,Working
2421,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2422,"Science, Technology & Research",BharatGen,https://bharatgen.tech/,Error (405)
2423,"Science, Technology & Research",Bharatiya Nabhikiya Vidyut Nigam Limited (BHAVINI),https://bhavini.nic.in/,Working
2424,"Science, Technology & Research",Bhaskaracharya National Institute for Space Applications and Geo-informatics (BISAG-N),https://bisag-n.gov.in/,Working
2425,"Science, Technology & Research",Bhuvan Panchayat Geoportal,https://bhuvanpanchayat.nrsc.gov.in/,Working
2426,"Science, Technology & Research",Bhuvan-Gateway of Indian Earth Observation,https://bhuvan.nrsc.gov.in/,Working
2427,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2428,"Science, Technology & Research",Biological Research Regulatory Approval Portal,https://biorrap.gov.in/,Working
2429,"Science, Technology & Research","Biotechnology Industry Research Assistance Council, New Delhi",https://birac.nic.in/,Working
2430,"Science, Technology & Research",Biotechnology Research and Innovation Council,https://www.bric.nic.in/,Connection Failed
2431,"Science, Technology & Research",Birbal Sahni Institute of Palaeobotany,https://www.bsip.res.in/,Working
2432,"Science, Technology & Research",Board of Radiation and Isotope Technology (BRIT),https://britatom.gov.in/,Working
2433,"Science, Technology & Research",Board of Research in Nuclear Sciences,https://brns.res.in/,Connection Failed
2434,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2435,"Science, Technology & Research",CCRAS-Research Management Information System,https://rmis.nic.in/#/home,Working
2436,"Science, Technology & Research","CaneInfo, Sugarcane Breeding Institute",https://caneinfo.icar.gov.in/,Connection Failed
2437,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2438,"Science, Technology & Research","Central Drug Research Institute (CDRI), Lucknow",https://cdri.res.in/,Timeout
2439,"Science, Technology & Research","Central Electro Chemical Research Institute (CECRI), Karaikudi",https://www.cecri.res.in/,Working
2440,"Science, Technology & Research","Central Electronics Engineering Research Institute (CEERI), Pilani",https://www.ceeri.res.in/,Working
2441,"Science, Technology & Research",Central Electronics Limited,https://www.celindia.co.in/,Dead (404)
2442,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2443,"Science, Technology & Research",Central Glass and Ceramic Research Institute,https://www.cgcri.res.in/,Working
2444,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2445,"Science, Technology & Research",Central Institute for Research on Cotton Technology (CIRCOT),https://circot.icar.gov.in/,Working
2446,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2447,"Science, Technology & Research",Central Institute of Brackishwater Aquaculture (CIBA),https://ciba.icar.gov.in/,Connection Failed
2448,"Science, Technology & Research",Central Institute of Freshwater Aquaculture (CIFA),https://cifa.nic.in/,Working
2449,"Science, Technology & Research",Central Institute of Post Harvest Engineering and Technology (CIPHET),https://ciphet.res.in/,Working
2450,"Science, Technology & Research",Central Leather Research Institute (CLRI),https://www.clri.org/,Working
2451,"Science, Technology & Research",Central Mechanical Engineering Research Institute (CMERI),https://www.cmeri.res.in/,Error (401)
2452,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2453,"Science, Technology & Research","Central Salt and Marine Chemicals Research Institute, Gujarat",https://www.csmcri.res.in/,Working
2454,"Science, Technology & Research",Central Scientific Instruments Organisation,https://www.csio.res.in/,Connection Failed
2455,"Science, Technology & Research",Central Tuber Crops Research Institute (CTCRI),https://www.ctcri.org/,Working
2456,"Science, Technology & Research",Central Water and Power Research Station (CWPRS),https://cwprs.gov.in/,Working
2457,"Science, Technology & Research",Centre for Cellular and Molecular Biology (CCMB),https://www.ccmb.res.in/,Connection Failed
2458,"Science, Technology & Research",Centre for DNA Fingerprinting and Diagnostics,https://www.cdfd.org.in/,Working
2459,"Science, Technology & Research",Centre for Excellence in Basic Sciences,https://www.cbs.ac.in/,Working
2460,"Science, Technology & Research","Centre for Nano and Soft Matter Sciences, Bengaluru",https://www.cens.res.in/,Working
2461,"Science, Technology & Research",Clinical Trials Registry-India (CTRI),https://ctri.nic.in/,Working
2462,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2463,"Science, Technology & Research",Commission for Scientific and Technical Terminology (CSTT),https://www.cstt.education.gov.in/,Connection Failed
2464,"Science, Technology & Research",Common Fellowship Portal,https://fellowships.gov.in/,Working
2465,"Science, Technology & Research","Conference, Travel, Exhibition and Popular Lectures (CTEP)",https://www.dbtctep.gov.in/,Error (403)
2466,"Science, Technology & Research","Council of Science and Technology, Uttar Pradesh",https://cst.up.gov.in/,Server Error
2467,"Science, Technology & Research",Council of Scientific and Industrial Research (CSIR),https://www.csir.res.in/,Working
2468,"Science, Technology & Research",Council of Scientific and Industrial Research Madras Complex,https://www.csircmc.res.in/,Working
2469,"Science, Technology & Research",Department of Biotechnology (DBT),https://dbtindia.gov.in/,Working
2470,"Science, Technology & Research","Department of Energy Science and Engineering, Indian Institute of Technology Bombay",https://www.ese.iitb.ac.in/,Working
2471,"Science, Technology & Research","Department of Microbiology and Biotechnology Centre, Gujarat",https://www.msubiotech.ac.in/,Working
2472,"Science, Technology & Research","Directorate of Bio-Technology, Tripura",https://dbttripura.nic.in/,Connection Failed
2473,"Science, Technology & Research","Directorate of Construction, Services and Estate Management (DCSEM)",https://dcsem.gov.in/,Connection Failed
2474,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2475,"Science, Technology & Research","Directorate of Technical Education - Chennai, Tamil Nadu",https://dte.tn.gov.in/,Working
2476,"Science, Technology & Research","Directorates of Science and Technology, Haryana",https://dstharyana.gov.in/,Timeout
2477,"Science, Technology & Research","Dr. Marri Channa Reddy Human Resource Development Institute of Telangana, Andhra Pradesh",https://www.mcrhrdi.gov.in/,Working
2478,"Science, Technology & Research",E-Management of INSPIRE Award Scheme,https://inspireawards-dst.gov.in/,Working
2479,"Science, Technology & Research",Education and Research Network of India,https://ernet.in/,Working
2480,"Science, Technology & Research",Electronics Corporation of India Limited,https://www.ecil.co.in/,Working
2481,"Science, Technology & Research","Emerging Science, Technology, and Innovation Conclave (ESTIC)",https://estic.dst.gov.in/,Working
2482,"Science, Technology & Research","Forensic Sciences Department, Tamil Nadu",https://www.forensic.tn.gov.in/,Connection Failed
2483,"Science, Technology & Research",Fourth Paradigm Institute,https://csir4pi.res.in/,Working
2484,"Science, Technology & Research","General Services Organisation (GSO), Kalpakkam",https://www.igcar.gov.in/gso,Working
2485,"Science, Technology & Research","Geo Portal, National Atlas and Thematic Mapping Organisation",https://geoportal.natmo.gov.in/,Connection Failed
2486,"Science, Technology & Research",Geological Survey of India (GSI),https://www.gsi.gov.in/,Working
2487,"Science, Technology & Research",Global Centre for Nuclear Energy Partnership (GCNEP),https://www.gcnep.gov.in/,Working
2488,"Science, Technology & Research",Gujarat Biotechnology University,https://gbu.edu.in/,Working
2489,"Science, Technology & Research","Gujarat Council of Science City, Gujarat",https://sciencecity.gujarat.gov.in/,Working
2490,"Science, Technology & Research","Gujarat Council on Science and Technology, Gujarat",https://gujcost.gujarat.gov.in/,Working
2491,"Science, Technology & Research","Gujarat State Biotechnology Mission (GSBTM), Gujarat",https://btm.gujarat.gov.in/,Working
2492,"Science, Technology & Research","Harish-Chandra Research Institute (HRI), Allahabad",https://www.hri.res.in/,Connection Failed
2493,"Science, Technology & Research",Heavy Water Board (HWB),https://hwb.gov.in/,Connection Failed
2494,"Science, Technology & Research","Himachal Pradesh Council for Science, Technology &amp; Environment, Himachal Pradesh",https://himcoste.hp.gov.in/,Working
2495,"Science, Technology & Research","Human Resource Development (HRDA), Ghaziabad",https://www.csirhrdc.res.in/,Working
2496,"Science, Technology & Research",Human Resource Development Group (HRDG),https://www.csirhrdg.res.in/,Working
2497,"Science, Technology & Research",Human Space Flight Centre,https://www.hsfc.gov.in/,Working
2498,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2499,"Science, Technology & Research","ICAR-Agricultural Technology Application Research Institute, Umiam",https://icarzcu3.gov.in/,Connection Failed
2500,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2501,"Science, Technology & Research","ICAR-Central Marine Fisheries Research Institute (CMFRI), Kochi",https://www.cmfri.org.in/,Working
2502,"Science, Technology & Research","ICAR-Directorate of Weed Research (DWR), Jabalpur",https://dwr.icar.gov.in/,Connection Failed
2503,"Science, Technology & Research","ICAR-National Research Centre for Soybean, Indore",https://iisrindore.icar.gov.in/,Connection Failed
2504,"Science, Technology & Research","ISRO Propulsion Complex (IPRC), Mahendragiri",https://www.iprc.gov.in/,Working
2505,"Science, Technology & Research",ISRO Telemetry Tracking and Command Network (ISTRAC),https://www.istrac.gov.in/,Working
2506,"Science, Technology & Research","India Science, Technology and Innovation Portal (ISTI)",https://indiascienceandtechnology.gov.in/,Connection Failed
2507,"Science, Technology & Research","Indian Academy of Sciences, Bangalore",https://www.ias.ac.in/,Working
2508,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2509,"Science, Technology & Research",Indian Association for the Cultivation of Science,https://www.iacs.res.in/,Connection Failed
2510,"Science, Technology & Research","Indian Centre for Space Physics, Kolkata",https://csp.res.in/,Connection Failed
2511,"Science, Technology & Research",Indian Institute of Geomagnetism,https://iigm.res.in/,Working
2512,"Science, Technology & Research",Indian Institute of Integrative Medicine (IIIM),https://iiim.res.in/,Working
2513,"Science, Technology & Research",Indian Institute of Petroleum (IIP),https://www.iip.res.in/en,Connection Failed
2514,"Science, Technology & Research","Indian Institute of Science Education and Research (IISER), Pune",https://www.iiserpune.ac.in/,Server Error
2515,"Science, Technology & Research",Indian Institute of Sugarcane Research (IISR),https://iisr.icar.gov.in/,Connection Failed
2516,"Science, Technology & Research","Indian Institute of Toxicology Research (IITR), Lucknow",https://iitr.res.in/,Working
2517,"Science, Technology & Research",Indian Institute of Vegetable Research (IIVR),https://iivr.icar.gov.in/,Connection Failed
2518,"Science, Technology & Research","Indian National Academy of Engineering, Delhi",https://www.inae.in/,Working
2519,"Science, Technology & Research",Indian National Centre for Ocean Information Services (INCOIS),https://incois.gov.in/,Working
2520,"Science, Technology & Research",Indian National Centre for Ocean Information Services,https://io50.incois.gov.in/,Working
2521,"Science, Technology & Research",Indian National Science Academy (INSA),https://insaindia.res.in/,Working
2522,"Science, Technology & Research",Indian National Space Promotion and Authorisation Centre (IN-SPACe),https://www.inspace.gov.in/,Working
2523,"Science, Technology & Research",Indian Rare Earths India Limited (IREL),https://irel.co.in/,Working
2524,"Science, Technology & Research","Indian Science Congress Association, Kolkata",https://sciencecongress.nic.in/,Timeout
2525,"Science, Technology & Research","Indian Society of Soil Salinity &amp; Water Quality (ISSSWQ), Haryana",https://issswq.in/,Connection Failed
2526,"Science, Technology & Research",Indian Space Research Organisation (ISRO),https://www.isro.gov.in/,Working
2527,"Science, Technology & Research",Indian Space Science Data Center (ISSDC),https://www.issdc.gov.in/,Working
2528,"Science, Technology & Research",(Error: Message: no such element: Unab),(Error),Extraction Error
2529,"Science, Technology & Research",Indian Veterinary Research Institute (IVRI),https://ivri.nic.in/,Working
2530,"Science, Technology & Research",Indira Gandhi Centre for Atomic Research (IGCAR),https://www.igcar.gov.in/,Working
2531,"Science, Technology & Research",Indo-French Centre for the Promotion of Advanced Research,https://www.cefipra.org/,Working
2532,"Science, Technology & Research",Indo-US Science and Technology Forum,https://iusstf.org/,Working
2533,Social Justice & Empowerment,"ASHA Workers Performance and Incentives Portal, Bihar",https://ashwin.bih.nic.in/Ashwin/Default.aspx,Timeout
2534,Social Justice & Empowerment,Adi Prashikshan,https://adiprashikshan.tribal.gov.in/,Connection Failed
2535,Social Justice & Empowerment,Adi-Prasarasn,https://adiprasaran.tribal.gov.in/,Connection Failed
2536,Social Justice & Empowerment,Adivasi Grants Management System,https://grants.tribal.gov.in/,Working
2537,Social Justice & Empowerment,"Administrative Tribunal, Maharashtra",https://mat.maharashtra.gov.in/,Working
2538,Social Justice & Empowerment,"Administrative Tribunal, West Bengal",https://wbat.gov.in/,Connection Failed
2539,Social Justice & Empowerment,Ali Yavar Jung National Institute for the Hearing Handicapped (AYJNIHH),https://ayjnishd.nic.in/,Working
2540,Social Justice & Empowerment,"Anagrasarkalyan, West Bengal",https://anagrasarkalyan.gov.in/,Working
2541,Social Justice & Empowerment,"Artificial Limbs Manufacturing Corporation of India (ALIMCO), Kanpur",https://www.alimco.in/,Working
2542,Social Justice & Empowerment,"Atal Bihari Vajpayee Training Centre For Disability Sports, Gwalior",https://cdsgwalior.nic.in/,Working
2543,Social Justice & Empowerment,(Error: Message: no such element: Unab),(Error),Extraction Error
2544,Social Justice & Empowerment,"Backward Classes Development Department, Kerala",https://bcdd.kerala.gov.in/,Working
2545,Social Justice & Empowerment,"Backward Classes Welfare Department, West Bengal",https://castcertificatewb.gov.in/,Connection Failed
2546,Social Justice & Empowerment,"Bangla Sahayata Kendra, West Bengal",https://bsk.wb.gov.in/,Connection Failed
2547,Social Justice & Empowerment,Central Administrative Tribunal (CAT),https://cgat.gov.in/,Working
2548,Social Justice & Empowerment,"Central Adoption Resource Authority (CARA), New Delhi",https://cara.wcd.gov.in/,Dead (404)
2549,Social Justice & Empowerment,(Error: Message: no such element: Unab),(Error),Extraction Error
2550,Social Justice & Empowerment,(Error: Message: no such element: Unab),(Error),Extraction Error
2551,Social Justice & Empowerment,Chief Commissioner for Persons with Disabilities Case Portal,https://ccpdcourt.gov.in/,Working
2552,Social Justice & Empowerment,Child Marriage Free Bharat,https://stopchildmarriage.wcd.gov.in/,Working
2553,Social Justice & Empowerment,"Commissionerate of Tribal Development, Gujarat",https://comm-tribal.gujarat.gov.in/,Server Error
2554,Social Justice & Empowerment,"Composite Regional Center (CRC), Lucknow",https://crclucknow.nic.in/,Working
2555,Social Justice & Empowerment,"Composite Regional Centre For Skill Development, Rehabilitation and Empowerment of Persons With Disabilities (CRC), Rajnandgaon",https://crcrajnandgaon.nic.in/,Working
2556,Social Justice & Empowerment,"Composite Regional Centre For Skill Development, Rehabilitation and Empowerment of Persons With Disabilities (CRC), Kozhikode",https://crckozhikode.nic.in/,Working
2557,Social Justice & Empowerment,"Composite Regional Centre for Persons with Disabilities, Bhopal",https://crcbhopal.nic.in/,Working
2558,Social Justice & Empowerment,"Composite Regional Centre for Persons with Disabilities (CRC), Davangere",https://crcdavanagere.nic.in/,Working
2559,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities, Davanagere",https://crcdvg.nic.in/,Connection Failed
2560,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities, Nellore",https://crcnlr.nic.in/,Working
2561,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Gorakhpur",https://crcgorakhpur.nic.in/,Working
2562,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Ranchi",https://crcranchi.nic.in/,Working
2563,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Guwahati",https://crcguwahati.nic.in/,Working
2564,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Chhatarpur",https://crcchhatarpur.nic.in/,Working
2565,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Srinagar",https://crcsrinagar.nic.in/,Working
2566,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Sikkim",https://crcgangtok.nic.in/,Working
2567,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Nagpur",https://crcnagpur.nic.in/,Working
2568,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Madurai",https://crcmadurai.nic.in/,Working
2569,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Patna",https://crcpatna.nic.in/,Working
2570,Social Justice & Empowerment,"Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of Persons with Disabilities (CRC), Andaman and Nicobar Islands",https://crcan.nic.in/,Working
2571,Social Justice & Empowerment,Delhi Commission for Women,https://dcw.delhi.gov.in/,Working
2572,Social Justice & Empowerment,Delhi Minorities Commission,https://dmc.delhi.gov.in/,Working
2573,Social Justice & Empowerment,Department of Empowerment of Persons with Disabilities (DEPWD),https://depwd.gov.in/,Working
2574,Social Justice & Empowerment,Department of Social Justice and Empowerment (DoSJE),https://socialjustice.gov.in/,Working
2575,Social Justice & Empowerment,"Development Support Agency, Tribal Development Department, Gujarat",https://dsag.gujarat.gov.in/,Server Error
2576,Social Justice & Empowerment,(Error: Message: no such element: Unab),(Error),Extraction Error
2577,Social Justice & Empowerment,Direct Benefit Transfer Portal (DBT),https://dbttribal.gov.in/,Working
2578,Social Justice & Empowerment,"Directorate for Welfare of the Differently Abled, Tamil Nadu",https://www.scd.tn.gov.in/,Connection Failed
2579,Social Justice & Empowerment,"Directorate of Economics and Statistics, Maharashtra",https://mahades.maharashtra.gov.in/,Connection Failed
2580,Social Justice & Empowerment,"Directorate of Social Justice and Empowerment, Assam",https://socialjustice.assam.gov.in/,Working
2581,Social Justice & Empowerment,"Directorate of Social Welfare (Women and Child Development Sector), Assam",https://womenandchildren.assam.gov.in/,Server Error
2582,Social Justice & Empowerment,"Directorate of Social Welfare and Social Education, Tripura",https://socialwelfare.tripura.gov.in/,Working
2583,Social Justice & Empowerment,"Directorate of Soldier Welfare and Rehabilitation Board, Uttarakhand",https://sainikkalyanuk.gov.in/,Connection Failed
2584,Social Justice & Empowerment,"Directorate of Tea Tribes and Adivasi Welfare, Assam",https://ttwd.assam.gov.in/,Working
2585,Social Justice & Empowerment,(Error: Message: no such element: Unab),(Error),Extraction Error
2586,Social Justice & Empowerment,Dr. Ambedkar Foundation,https://ambedkarfoundation.nic.in/,Working
2587,Social Justice & Empowerment,"Empowerment of Persons with Disabilities, Senior Citizens &amp; Transgender Persons Department, Telangana",https://wdsc.telangana.gov.in/,Working
2588,Social Justice & Empowerment,(Error: Message: no such element: Unab),(Error),Extraction Error
2589,Social Justice & Empowerment,Free Coaching Scheme for SC and OBC Students,https://dbtmis-msje.gov.in/,Connection Failed
2590,Social Justice & Empowerment,"GURUKULAM - Andhra Pradesh Tribal Welfare Residential Educational Institutions Society, Andhra Pradesh",https://aptwgurukulam.ap.gov.in/,Working
2591,Social Justice & Empowerment,"Gauhati Medical College and Hospital, Assam",https://gmchassam.gov.in/,Working
2592,Social Justice & Empowerment,Going Online as Leaders Program (GOAL),https://goal.tribal.gov.in/,Working
2593,Social Justice & Empowerment,"Govind Ballabh Pant Social Science Institute, Allahabad, Uttar Pradesh",https://www.gbpssi.in/,Working
2594,Social Justice & Empowerment,"Gujarat Sainik Welfare, Gujarat",https://www.sainikwelfare.gujarat.gov.in/,Connection Failed
2595,Social Justice & Empowerment,"Gujarat Tribal Research &amp; Training Society, Gujarat",https://trti.gujarat.gov.in/,Server Error
2596,Social Justice & Empowerment,Haj Committee of India,https://www.hajcommittee.gov.in/,Working
2597,Social Justice & Empowerment,"Himachal Backward Classes Finance and Development Corporation, Himachal Pradesh",https://himachal.nic.in/hbcfdc,Working
2598,Social Justice & Empowerment,ICAR-Central Institute for Women in Agriculture (ICAR-CIWA),https://icar-ciwa.org.in/,Working
2599,Social Justice & Empowerment,"Indian Institute of Social Welfare and Business Management (IISWBM), West Bengal",https://www.iiswbm.edu/,Working
2600,Social Justice & Empowerment,Indian Sign Language Research and Training Centre (ISLRTC),https://islrtc.nic.in/,Working
2601,Social Justice & Empowerment,(Error: Message: no such element: Unab),(Error),Extraction Error
2602,Social Justice & Empowerment,"Integrated Child Development Services (ICDS) Scheme, Bihar",https://icdsonline.bih.nic.in/,Timeout
2603,Social Justice & Empowerment,"Jammu &amp; Kashmir Women`s Development Corporation, Jammu and Kashmir",https://www.jkwdc.com/,Working
2604,Social Justice & Empowerment,"JanmaBhoomi, Andhra Pradesh",https://jnanabhumi.ap.gov.in/,Working
2605,Social Justice & Empowerment,"Kanyashree Prakalpa, West Bengal",https://wbkanyashree.gov.in/,Working
2606,Social Justice & Empowerment,Karnataka State Administrative Tribunal,https://ksat.karnataka.gov.in/,Working
2607,Social Justice & Empowerment,"Kerala State Commission for Protection of Child Rights, Kerala",https://kescpcr.kerala.gov.in/,Working
2608,Social Justice & Empowerment,"Kerala State Differently Abled Welfare Corporation Limited, Kerala",https://www.hpwc.kerala.gov.in/,Working
2609,Social Justice & Empowerment,"Legal Metrology Department, Kerala",https://lmd.kerala.gov.in/,Working
2610,Social Justice & Empowerment,Meghalaya Sign-Lex Portal,https://meghability.megscpwd.gov.in/megsignlex,Working
2611,Social Justice & Empowerment,"Meghalaya State Commission for Protection of Child Rights, Meghalaya",https://megscpcr.gov.in/,Working
2612,Social Justice & Empowerment,(Error: Message: no such element: Unab),(Error),Extraction Error
2613,Social Justice & Empowerment,Mission Shakti,https://missionshakti.wcd.gov.in/,Working
2614,Social Justice & Empowerment,"Mukhyamantri Kanya Sumangla Yojana, Uttar Pradesh",https://mksy.up.gov.in/,Working
2615,Social Justice & Empowerment,NGO Grants Online System,https://ngo.tribal.gov.in/,Error (403)
2616,Social Justice & Empowerment,National Backward Classes Finance and Development Corporation (NBCFDC),https://nbcfdc.gov.in/,Timeout
2617,Social Justice & Empowerment,"National Board of Examination in Rehabilitation (NBER), New Delhi",https://nber-rehabcouncil.gov.in/,Working
2618,Social Justice & Empowerment,National Commission for Backward Classes (NCBC),https://ncbc.nic.in/,Connection Failed
2619,Social Justice & Empowerment,National Commission for Protection of Child Rights (NCPCR),https://ncpcr.gov.in/,Working
2620,Social Justice & Empowerment,National Commission for Safai Karamcharis (NCSK),https://ncsk.nic.in/,Connection Failed
2621,Social Justice & Empowerment,National Commission for Scheduled Castes (NCSC),https://ncsc.nic.in/,Working
2622,Social Justice & Empowerment,National Commission for Scheduled Tribes (NCST),https://ncst.nic.in/,Working
2623,Social Justice & Empowerment,National Commission for Women (NCW),https://www.ncw.gov.in/,Error (405)
2624,Social Justice & Empowerment,National Education Society for Tribal Students,https://nests.tribal.gov.in/,Working
2625,Social Justice & Empowerment,National Helpline against Atrocities (NHAA),https://nhapoa.gov.in/en,Working
2626,Social Justice & Empowerment,National Institute for Empowerment of Persons with Multiple Disabilities (NIEPMD),https://niepmd.tn.nic.in/,Connection Failed
2627,Social Justice & Empowerment,National Institute for Empowerment of Persons with Multiple Disabilities,https://niepmd.nic.in/,Working
2628,Social Justice & Empowerment,National Institute for the Empowerment of Persons with Intellectual Disabilities,https://niepid.nic.in/,Working
2629,Social Justice & Empowerment,National Institute for the Empowerment of the Persons with Visual Disabilities,https://niepvd.nic.in/,Working
2630,Social Justice & Empowerment,"National Institute for the Orthopaedically Handicapped (NIOH), Kolkata",https://nild.nic.in/,Working
2631,Social Justice & Empowerment,"National Institute of Mental Health Rehabilitation, Sehore",https://nimhr.nic.in/,Working
2632,Social Justice & Empowerment,National Institute of Public Cooperation and Child Development (NIPCCD),https://nipccd.nic.in/,Connection Failed
2633,Social Justice & Empowerment,National Institute of Social Defence (NISD),https://www.nisd.gov.in/,Working
2634,Social Justice & Empowerment,National Minorities Development and Finance Corporation (NMDFC),https://www.nmdfc.org/,Working
2635,Social Justice & Empowerment,National Overseas Scholarship Portal,https://overseas.tribal.gov.in/,Connection Failed
2636,Social Justice & Empowerment,National Safai Karamcharis Finance and Development Corporation (NSKFDC),https://nskfdc.nic.in/,Working
2637,Social Justice & Empowerment,National Scheduled Castes Finance and Development Corporatioin (NSFDC),https://www.nsfdc.nic.in/,Connection Failed
2638,Social Justice & Empowerment,National Scheduled Tribes Finance and Development Corporation (NSTFDC),https://nstfdc.tribal.gov.in/,Connection Failed
2639,Social Justice & Empowerment,National Tribal Fellowship Portal,https://fellowship.tribal.gov.in/,Connection Failed
2640,Social Justice & Empowerment,National Tribal Migration Support Portal,https://shramshakti.tribal.gov.in/,Connection Failed
2641,Social Justice & Empowerment,National Tribal Research Portal,https://tritribal.gov.in/,Working
2642,Social Justice & Empowerment,National Tribal Virtual Art and Culture Portal,https://adikalakar.tribal.gov.in/,Connection Failed
2643,Social Justice & Empowerment,National WAMSI Project,https://wakf.gov.in/,Timeout
2644,Social Justice & Empowerment,"OASiS - Online Application for Scholarship in Studies, West Bengal",https://oasis.gov.in/,Working
2645,Social Justice & Empowerment,Office of Chief Commissioner for Persons with Disabilities,https://ccpd.nic.in/,Working
2646,Social Justice & Empowerment,"Office of the State Commissioner for Persons with Disabilities, Meghalaya",https://megscpwd.gov.in/,Working
2647,Social Justice & Empowerment,"Online Beneficiary Management and Monitoring System - OBMMS, Telangana",https://tsobmms.cgg.gov.in/,Working
